text,sura,lemmatized
ثم قست قلوبكم من بعد ذٰلك فهي كالحجارة او اشد قسوة وان من الحجارة لما يتفجر منه الانهٰر وان منها لما يشقق فيخرج منه الماء وان منها لما يهبط من خشية الله وما الله بغٰفل عما تعملون,سورة البقرة,"['ثم', 'قس', 'قلب', 'من', 'بعد', 'ذلك', 'هي', 'حجر', 'او', 'اشد', 'قسوة', 'وان', 'من', 'حجر', 'ما', 'تفجر', 'من', 'انهر', 'وان', 'من', 'ما', 'يشقق', 'خرج', 'من', 'ماء', 'وان', 'من', 'ما', 'هبط', 'من', 'خشية', 'الله', 'ما', 'الله', 'غفل', 'عن', 'عمل']"
افتطمعون ان يؤمنوا لكم وقد كان فريق منهم يسمعون كلٰم الله ثم يحرفونه من بعد ما عقلوه وهم يعلمون,سورة البقرة,"['افتطمعون', 'ان', 'آمن', 'ل', 'قد', 'كان', 'فريق', 'من', 'سمع', 'كلم', 'الله', 'ثم', 'يحرفونه', 'من', 'بعد', 'ما', 'عقلوه', 'هم', 'علم']"
واذا لقوا الذين ءامنوا قالوا ءامنا واذا خلا بعضهم الىٰ بعض قالوا اتحدثونهم بما فتح الله عليكم ليحاجوكم به عند ربكم افلا تعقلون,سورة البقرة,"['اذ', 'لقي', 'الذي', 'ءامن', 'قال', 'ءامن', 'اذ', 'خلا', 'بعض', 'الى', 'بعض', 'قال', 'اتحدثونهم', 'ما', 'فتح', 'الله', 'على', 'ليحاجوكم', 'ب', 'عند', 'رب', 'افل', 'عقل']"
اولا يعلمون ان الله يعلم ما يسرون وما يعلنون,سورة البقرة,"['اولا', 'علم', 'ان', 'الله', 'علم', 'ما', 'أسر', 'ما', 'أعلن']"
ومنهم اميون لا يعلمون الكتٰب الا اماني وان هم الا يظنون,سورة البقرة,"['من', 'امي', 'لا', 'علم', 'كتاب', 'الا', 'اماني', 'وان', 'هم', 'الا', 'ظن']"
فويل للذين يكتبون الكتٰب بايديهم ثم يقولون هٰذا من عند الله ليشتروا به ثمنا قليلا فويل لهم مما كتبت ايديهم وويل لهم مما يكسبون,سورة البقرة,"['ويل', 'الذي', 'كتب', 'كتاب', 'ايدي', 'ثم', 'قال', 'هذا', 'من', 'عند', 'الله', 'اشترى', 'ب', 'ثمن', 'قليل', 'ويل', 'ل', 'من', 'كتب', 'ايدي', 'ويل', 'ل', 'من', 'كسب']"
وقالوا لن تمسنا النار الا اياما معدودة قل اتخذتم عند الله عهدا فلن يخلف الله عهده ام تقولون على الله ما لا تعلمون,سورة البقرة,"['قال', 'لن', 'مس', 'نار', 'الا', 'ايام', 'معدود', 'قال', 'اتخذ', 'عند', 'الله', 'عهد', 'لن', 'خلف', 'الله', 'عهد', 'ام', 'قال', 'على', 'الله', 'ما', 'لا', 'علم']"
بلىٰ من كسب سيئة واحٰطت به خطيته فاولٰئك اصحٰب النار هم فيها خٰلدون,سورة البقرة,"['بلى', 'من', 'كسب', 'سيئ', 'احط', 'ب', 'خطي', 'اولئك', 'اصحب', 'نار', 'هم', 'في', 'خلدون']"
والذين ءامنوا وعملوا الصٰلحٰت اولٰئك اصحٰب الجنة هم فيها خٰلدون,سورة البقرة,"['الذي', 'ءامن', 'عمل', 'صلح', 'اولئك', 'اصحب', 'جنة', 'هم', 'في', 'خلدون']"
واذ اخذنا ميثٰق بني اسرٰءيل لا تعبدون الا الله وبالوٰلدين احسانا وذي القربىٰ واليتٰمىٰ والمسٰكين وقولوا للناس حسنا واقيموا الصلوٰة وءاتوا الزكوٰة ثم توليتم الا قليلا منكم وانتم معرضون,سورة البقرة,"['اذ', 'اخذ', 'ميثق', 'بنون', 'اسرءيل', 'لا', 'عبد', 'الا', 'الله', 'ولد', 'احسان', 'ذو', 'قربى', 'يتمى', 'مسكين', 'قال', 'ناس', 'حسن', 'اقيم', 'صلو', 'ءاتوا', 'زكو', 'ثم', 'تولى', 'الا', 'قليل', 'من', 'انتم', 'معرض']"
واذ اخذنا ميثٰقكم لا تسفكون دماءكم ولا تخرجون انفسكم من ديٰركم ثم اقررتم وانتم تشهدون,سورة البقرة,"['اذ', 'اخذ', 'ميثقكم', 'لا', 'سفك', 'دم', 'لا', 'خرج', 'انفس', 'من', 'دير', 'ثم', 'اقررتم', 'انتم', 'شهد']"
ثم انتم هٰؤلاء تقتلون انفسكم وتخرجون فريقا منكم من ديٰرهم تظٰهرون عليهم بالاثم والعدوٰن وان ياتوكم اسٰرىٰ تفٰدوهم وهو محرم عليكم اخراجهم افتؤمنون ببعض الكتٰب وتكفرون ببعض فما جزاء من يفعل ذٰلك منكم الا خزي في الحيوٰة الدنيا ويوم القيٰمة يردون الىٰ اشد العذاب وما الله بغٰفل عما تعملون,سورة البقرة,"['ثم', 'انتم', 'هذا', 'قتل', 'انفس', 'خرج', 'فريق', 'من', 'من', 'دير', 'ظهر', 'على', 'اثم', 'عد', 'وان', 'ياتوكم', 'اسرى', 'تفدو', 'هو', 'محرم', 'على', 'اخراج', 'افتؤمنون', 'بعض', 'كتاب', 'كفر', 'بعض', 'ما', 'جزاء', 'من', 'فعل', 'ذلك', 'من', 'الا', 'خزي', 'في', 'حيو', 'دنيا', 'يوم', 'قيمة', 'رد', 'الى', 'اشد', 'عذاب', 'ما', 'الله', 'غفل', 'عن', 'عمل']"
اولٰئك الذين اشتروا الحيوٰة الدنيا بالاخرة فلا يخفف عنهم العذاب ولا هم ينصرون,سورة البقرة,"['اولئك', 'الذي', 'اشترى', 'حيو', 'دنيا', 'اخر', 'لا', 'خفف', 'عن', 'عذاب', 'لا', 'هم', 'نصر']"
ولقد ءاتينا موسى الكتٰب وقفينا من بعده بالرسل وءاتينا عيسى ابن مريم البينٰت وايدنٰه بروح القدس افكلما جاءكم رسول بما لا تهوىٰ انفسكم استكبرتم ففريقا كذبتم وفريقا تقتلون,سورة البقرة,"['قد', 'ءاتي', 'موسى', 'كتاب', 'وقفي', 'من', 'بعد', 'رسول', 'ءاتي', 'عيسى', 'ابن', 'مريم', 'بين', 'ايدن', 'روح', 'قدس', 'افكلما', 'جاء', 'رسول', 'ما', 'لا', 'هوي', 'انفس', 'استكبرتم', 'فريق', 'كذب', 'فريق', 'قتل']"
وقالوا قلوبنا غلف بل لعنهم الله بكفرهم فقليلا ما يؤمنون,سورة البقرة,"['قال', 'قلب', 'غلف', 'بل', 'لعن', 'الله', 'كفر', 'قليل', 'ما', 'آمن']"
ولما جاءهم كتٰب من عند الله مصدق لما معهم وكانوا من قبل يستفتحون على الذين كفروا فلما جاءهم ما عرفوا كفروا به فلعنة الله على الكٰفرين,سورة البقرة,"['لما', 'جاء', 'كتب', 'من', 'عند', 'الله', 'مصدق', 'ما', 'مع', 'كان', 'من', 'قبل', 'يستفتحون', 'على', 'الذي', 'كفر', 'لما', 'جاء', 'ما', 'عرف', 'كفر', 'ب', 'لعنة', 'الله', 'على', 'كفر']"
بئسما اشتروا به انفسهم ان يكفروا بما انزل الله بغيا ان ينزل الله من فضله علىٰ من يشاء من عباده فباءو بغضب علىٰ غضب وللكٰفرين عذاب مهين,سورة البقرة,"['بئسما', 'اشترى', 'ب', 'انفس', 'ان', 'كفر', 'ما', 'انزل', 'الله', 'بغي', 'ان', 'نزل', 'الله', 'من', 'فضل', 'على', 'من', 'شاء', 'من', 'عباد', 'فباءو', 'غضب', 'على', 'غضب', 'كفر', 'عذاب', 'مهين']"
واذ ابتلىٰ ابرٰهم ربه بكلمٰت فاتمهن قال اني جاعلك للناس اماما قال ومن ذريتي قال لا ينال عهدي الظٰلمين,سورة البقرة,"['اذ', 'ابتلى', 'ابر', 'رب', 'كلم', 'فاتمهن', 'قال', 'اني', 'جاعل', 'ناس', 'امام', 'قال', 'من', 'ذري', 'قال', 'لا', 'نال', 'عهد', 'ظلم']"
واذا قيل لهم ءامنوا بما انزل الله قالوا نؤمن بما انزل علينا ويكفرون بما وراءه وهو الحق مصدقا لما معهم قل فلم تقتلون انبياء الله من قبل ان كنتم مؤمنين,سورة البقرة,"['اذ', 'قال', 'ل', 'ءامن', 'ما', 'انزل', 'الله', 'قال', 'آمن', 'ما', 'انزل', 'على', 'كفر', 'ما', 'وراء', 'هو', 'حق', 'مصدق', 'ما', 'مع', 'قال', 'لم', 'قتل', 'انبياء', 'الله', 'من', 'قبل', 'ان', 'كان', 'مؤمن']"
ولقد جاءكم موسىٰ بالبينٰت ثم اتخذتم العجل من بعده وانتم ظٰلمون,سورة البقرة,"['قد', 'جاء', 'موسى', 'بين', 'ثم', 'اتخذ', 'عجل', 'من', 'بعد', 'انتم', 'ظلم']"
واذ اخذنا ميثٰقكم ورفعنا فوقكم الطور خذوا ما ءاتينٰكم بقوة واسمعوا قالوا سمعنا وعصينا واشربوا في قلوبهم العجل بكفرهم قل بئسما يامركم به ايمٰنكم ان كنتم مؤمنين,سورة البقرة,"['اذ', 'اخذ', 'ميثقكم', 'رفع', 'فوق', 'طور', 'أخذ', 'ما', 'ءاتينكم', 'قوة', 'اسمع', 'قال', 'سمع', 'عصي', 'اشرب', 'في', 'قلب', 'عجل', 'كفر', 'قال', 'بئسما', 'يامركم', 'ب', 'ايمن', 'ان', 'كان', 'مؤمن']"
قل ان كانت لكم الدار الاخرة عند الله خالصة من دون الناس فتمنوا الموت ان كنتم صٰدقين,سورة البقرة,"['قال', 'ان', 'كان', 'ل', 'دار', 'اخر', 'عند', 'الله', 'خالص', 'من', 'دون', 'ناس', 'تمنى', 'موت', 'ان', 'كان', 'صدق']"
ولن يتمنوه ابدا بما قدمت ايديهم والله عليم بالظٰلمين,سورة البقرة,"['لن', 'يتمنوه', 'ابدا', 'ما', 'قدم', 'ايدي', 'الله', 'عليم', 'ظلم']"
ولتجدنهم احرص الناس علىٰ حيوٰة ومن الذين اشركوا يود احدهم لو يعمر الف سنة وما هو بمزحزحه من العذاب ان يعمر والله بصير بما يعملون,سورة البقرة,"['ولتجدنهم', 'احرص', 'ناس', 'على', 'حيو', 'من', 'الذي', 'اشرك', 'ود', 'احد', 'لو', 'عمر', 'الف', 'سنة', 'ما', 'هو', 'مزحزح', 'من', 'عذاب', 'ان', 'عمر', 'الله', 'بصير', 'ما', 'عمل']"
قل من كان عدوا لجبريل فانه نزله علىٰ قلبك باذن الله مصدقا لما بين يديه وهدى وبشرىٰ للمؤمنين,سورة البقرة,"['قال', 'من', 'كان', 'عدو', 'جبرئيل', 'فان', 'نزل', 'على', 'قلب', 'اذن', 'الله', 'مصدق', 'ما', 'بين', 'يد', 'هدى', 'بشرة', 'مؤمن']"
من كان عدوا لله وملٰئكته ورسله وجبريل وميكىٰل فان الله عدو للكٰفرين,سورة البقرة,"['من', 'كان', 'عدو', 'الله', 'ملئك', 'رسول', 'جبرئيل', 'ميكىل', 'فان', 'الله', 'عدو', 'كفر']"
ولقد انزلنا اليك ءايٰت بينٰت وما يكفر بها الا الفٰسقون,سورة البقرة,"['قد', 'انزل', 'يك', 'ءايت', 'بين', 'ما', 'كفر', 'ب', 'الا', 'فسق']"
اوكلما عٰهدوا عهدا نبذه فريق منهم بل اكثرهم لا يؤمنون,سورة البقرة,"['اوكلما', 'عهد', 'عهد', 'نبذ', 'فريق', 'من', 'بل', 'اكثر', 'لا', 'آمن']"
ولما جاءهم رسول من عند الله مصدق لما معهم نبذ فريق من الذين اوتوا الكتٰب كتٰب الله وراء ظهورهم كانهم لا يعلمون,سورة البقرة,"['لما', 'جاء', 'رسول', 'من', 'عند', 'الله', 'مصدق', 'ما', 'مع', 'نبذ', 'فريق', 'من', 'الذي', 'اوتو', 'كتاب', 'كتب', 'الله', 'وراء', 'ظهور', 'كان', 'لا', 'علم']"
ان الصفا والمروة من شعائر الله فمن حج البيت او اعتمر فلا جناح عليه ان يطوف بهما ومن تطوع خيرا فان الله شاكر عليم,سورة البقرة,"['ان', 'صفا', 'مروة', 'من', 'شعيرة', 'الله', 'من', 'حج', 'بيت', 'او', 'اعتمر', 'لا', 'جناح', 'على', 'ان', 'طاف', 'ب', 'من', 'تطوع', 'خير', 'فان', 'الله', 'شاكر', 'عليم']"
واتبعوا ما تتلوا الشيٰطين علىٰ ملك سليمٰن وما كفر سليمٰن ولٰكن الشيٰطين كفروا يعلمون الناس السحر وما انزل على الملكين ببابل هٰروت ومٰروت وما يعلمان من احد حتىٰ يقولا انما نحن فتنة فلا تكفر فيتعلمون منهما ما يفرقون به بين المرء وزوجه وما هم بضارين به من احد الا باذن الله ويتعلمون ما يضرهم ولا ينفعهم ولقد علموا لمن اشترىٰه ما له في الاخرة من خلٰق ولبئس ما شروا به انفسهم لو كانوا يعلمون,سورة البقرة,"['اتبع', 'ما', 'تلا', 'شيط', 'على', 'ملك', 'سليم', 'ما', 'كفر', 'سليم', 'لكن', 'شيط', 'كفر', 'علم', 'ناس', 'سحر', 'ما', 'انزل', 'على', 'ملك', 'بابل', 'هرو', 'مروة', 'ما', 'علم', 'من', 'احد', 'حتى', 'قال', 'انما', 'نحن', 'فتنة', 'لا', 'كفر', 'تعلم', 'من', 'ما', 'فرق', 'ب', 'بين', 'مرء', 'زوج', 'ما', 'هم', 'ضار', 'ب', 'من', 'احد', 'الا', 'اذن', 'الله', 'تعلم', 'ما', 'ضر', 'لا', 'نفع', 'قد', 'علم', 'من', 'اشترى', 'ما', 'ل', 'في', 'اخر', 'من', 'خلق', 'بئس', 'ما', 'شر', 'ب', 'انفس', 'لو', 'كان', 'علم']"
ولو انهم ءامنوا واتقوا لمثوبة من عند الله خير لو كانوا يعلمون,سورة البقرة,"['لو', 'ان', 'ءامن', 'اتقى', 'مثوب', 'من', 'عند', 'الله', 'خير', 'لو', 'كان', 'علم']"
يٰايها الذين ءامنوا لا تقولوا رٰعنا وقولوا انظرنا واسمعوا وللكٰفرين عذاب اليم,سورة البقرة,"['ياي', 'الذي', 'ءامن', 'لا', 'قال', 'رعن', 'قال', 'انظر', 'اسمع', 'كفر', 'عذاب', 'اليم']"
ما يود الذين كفروا من اهل الكتٰب ولا المشركين ان ينزل عليكم من خير من ربكم والله يختص برحمته من يشاء والله ذو الفضل العظيم,سورة البقرة,"['ما', 'ود', 'الذي', 'كفر', 'من', 'اهل', 'كتاب', 'لا', 'مشرك', 'ان', 'نزل', 'على', 'من', 'خير', 'من', 'رب', 'الله', 'اختص', 'رحمة', 'من', 'شاء', 'الله', 'ذو', 'فضل', 'عظيم']"
ما ننسخ من ءاية او ننسها نات بخير منها او مثلها الم تعلم ان الله علىٰ كل شيء قدير,سورة البقرة,"['ما', 'ننسخ', 'من', 'ءاي', 'او', 'ننس', 'نات', 'خير', 'من', 'او', 'مثل', 'الم', 'تعلم', 'ان', 'الله', 'على', 'كل', 'شيء', 'قدير']"
الم تعلم ان الله له ملك السمٰوٰت والارض وما لكم من دون الله من ولي ولا نصير,سورة البقرة,"['الم', 'تعلم', 'ان', 'الله', 'ل', 'ملك', 'سمت', 'ارض', 'ما', 'ل', 'من', 'دون', 'الله', 'من', 'ولي', 'لا', 'نصير']"
ام تريدون ان تسلوا رسولكم كما سئل موسىٰ من قبل ومن يتبدل الكفر بالايمٰن فقد ضل سواء السبيل,سورة البقرة,"['ام', 'أراد', 'ان', 'سل', 'رسول', 'كما', 'سأل', 'موسى', 'من', 'قبل', 'من', 'تبدل', 'كفر', 'ايمن', 'قد', 'ضل', 'سواء', 'سبيل']"
ود كثير من اهل الكتٰب لو يردونكم من بعد ايمٰنكم كفارا حسدا من عند انفسهم من بعد ما تبين لهم الحق فاعفوا واصفحوا حتىٰ ياتي الله بامره ان الله علىٰ كل شيء قدير,سورة البقرة,"['ود', 'كثير', 'من', 'اهل', 'كتاب', 'لو', 'رد', 'من', 'بعد', 'ايمن', 'كافر', 'حسد', 'من', 'عند', 'انفس', 'من', 'بعد', 'ما', 'تبين', 'ل', 'حق', 'اعف', 'اصفح', 'حتى', 'يا', 'الله', 'امر', 'ان', 'الله', 'على', 'كل', 'شيء', 'قدير']"
واقيموا الصلوٰة وءاتوا الزكوٰة وما تقدموا لانفسكم من خير تجدوه عند الله ان الله بما تعملون بصير,سورة البقرة,"['اقيم', 'صلو', 'ءاتوا', 'زكو', 'ما', 'تقدم', 'انفس', 'من', 'خير', 'وجد', 'عند', 'الله', 'ان', 'الله', 'ما', 'عمل', 'بصير']"
وقالوا لن يدخل الجنة الا من كان هودا او نصٰرىٰ تلك امانيهم قل هاتوا برهٰنكم ان كنتم صٰدقين,سورة البقرة,"['قال', 'لن', 'دخل', 'جنة', 'الا', 'من', 'كان', 'هود', 'او', 'نصرى', 'ذلك', 'اماني', 'قال', 'هات', 'رهن', 'ان', 'كان', 'صدق']"
ولكم في القصاص حيوٰة يٰاولي الالبٰب لعلكم تتقون,سورة البقرة,"['ل', 'في', 'قصاص', 'حيو', 'ياولي', 'البب', 'لعل', 'اتقى']"
وقالت اليهود ليست النصٰرىٰ علىٰ شيء وقالت النصٰرىٰ ليست اليهود علىٰ شيء وهم يتلون الكتٰب كذٰلك قال الذين لا يعلمون مثل قولهم فالله يحكم بينهم يوم القيٰمة فيما كانوا فيه يختلفون,سورة البقرة,"['قال', 'يهودي', 'ليس', 'نصرى', 'على', 'شيء', 'قال', 'نصرى', 'ليس', 'يهودي', 'على', 'شيء', 'هم', 'تلا', 'كتاب', 'ذلك', 'قال', 'الذي', 'لا', 'علم', 'مثل', 'قول', 'الله', 'حكم', 'بين', 'يوم', 'قيمة', 'في', 'كان', 'في', 'اختلف']"
